Sr_No,Location_Coordinates,Hospital_Name,District,Address_First_Line,State,Pincode,Telephone,,,
27293,"17.360589, 78.4740613","Centre For Sight, Kadapa",Hyderabad,"C/o B.S.Uday Kumar, House No.-1/2310 MIGH Housing Board Colony.\nKadapa",Telangana,516004,0,,,
27294,"17.360589, 78.4740613","Centre For Sight, Kurnool",Hyderabad,"H.No.46/87-56, Woodland compound, Adjacent to Gowri Gopal Hospital, Budhawarpet, Kurnool",Telangana,518003,0,,,
27295,"23.8253158, 91.9732227",Kulai PHC,Dhalai,"Vill & Po- Kulai, Ambassa",Tripura,799204,0,,,
27296,"23.8253158, 91.9732227","Chailentha S.D. Hospital, Dhalai",Dhalai,"Chailentha ,Longtarai Valley",Tripura,799273,0,,,
27297,"23.8253158, 91.9732227",Chawmanu PHC,Dhalai,"Vill & Po- Chawmanu, Lt Valley",Tripura,799273,0,,,
27298,"23.8253158, 91.9732227",Manughat Community Health Centre,Dhalai,Longtarai Vally,Tripura,799275,0,,,
27299,"23.8253158, 91.9732227","Bimal Sinha Memorial S.D. Hospital,Dhalai",Dhalai,Kamalpur,Tripura,799285,0,,,
27300,"24.0921476, 92.2451214",Dharmanagar Sdhospital,North Tripura,Dharmanagar,Tripura,799250,0,,,
27301,"24.0921476, 92.2451214",Mahanam Seva Sadan,North Tripura,Hospital Road Dharmanagar Dharmanagar,Tripura,799250,0,,,
27302,"24.0921476, 92.2451214",Kadamtala PHC,North Tripura,"Viii & Po-Kadamtala, Dharmanagar",Tripura,799261,0,,,
27303,"24.0921476, 92.2451214",Pecharthal PHC,North Tripura,Viii & Po-Pecharthal,Tripura,799263,0,,,
27304,"24.0921476, 92.2451214",Kumarghat Rural Hospital (Chc),North Tripura,Hospital Quarter Kumarghat,Tripura,799264,0,,,
27305,"24.0921476, 92.2451214",Kanchanpur Sd Hospital,North Tripura,Kanchan Pur,Tripura,799277,0,,,
27306,"24.0921476, 92.2451214",Rgm Hospital,North Tripura,Kailasahar Districts Hpspital,Tripura,799277,0,,,
27307,"23.1708278, 91.638817",Amarpur Sub Divisional Hospital,South Tripura,Amarpur,Tripura,799101,0,,,
27308,"23.1708278, 91.638817",Natunbazar Rural Hospital(Chc),South Tripura,"Natunbazar, Amarpur",Tripura,799104,0,,,
27309,"23.1708278, 91.638817","Bishalghar S.D. Hospital, West Tripura",South Tripura,"Bishalghar ,Tripura West",Tripura,799114,0,,,
27310,"23.1708278, 91.638817","Melaghar S.D.Hospital, West Tripura",South Tripura,"Melaghar ,Sonamura",Tripura,799115,0,,,
27311,"23.1708278, 91.638817",Tripura Sundari District Hospital,South Tripura,Udaipur South,Tripura,799116,0,,,
27312,"23.1708278, 91.638817",Manubazar Rural Hospital(Chc),South Tripura,"Manubazar, Sabroom",Tripura,799143,0,,,
27313,"23.1708278, 91.638817",Sabroom Sub Divisional Hospital,South Tripura,Sabroom,Tripura,799145,0,,,
27314,"23.1708278, 91.638817",Belonia Sub Divisional Hospital,South Tripura,Belonia,Tripura,799155,0,,,
27315,"23.1708278, 91.638817",Hrishyamukh Chc,South Tripura,Vill & Po- Hrishyamukh,Tripura,799156,0,,,
27316,"23.9153329, 91.3879341",ILS Hospital,West Tripura,"Kunjaban, Near Kendriya Vidyalay, Capital Complex Extension",Tripura,799006,0,,,
27317,"23.9153329, 91.3879341",Agartala Government Medical College,West Tripura,P.O.Kunjaban,Tripura,799006,0,,,
27318,"23.9153329, 91.3879341",Agartala Hospital And Research Centre,West Tripura,"9A, Po:Chowmuhani, 67 Mantribari Road Agartala",Tripura,799001,0,,,
27319,"23.9153329, 91.3879341",Asha Child Care and Nursing Home and Resesarch Centre,West Tripura,"Palace Compound (North), Agartala",Tripura,799001,0,,,
27320,"23.9153329, 91.3879341",Devlok Hospital,West Tripura,"Regd No-F.Cmo(W) 9(217), Cle/2011 24Dimsagar, Opposite Astable Ground, Vip Road, Agartala",Tripura,799001,0,,,
27321,"23.9153329, 91.3879341",Indra Gandhi Memorial,West Tripura,Agartala,Tripura,799001,0,,,
27322,"23.9153329, 91.3879341",Life Line Nursing Home and Research Centre,West Tripura,"Sakuntala Road Extn., Palace Compound Agartala",Tripura,799001,0,,,
27323,"23.9153329, 91.3879341",Sarkar Clinic and Nursing Home,West Tripura,"46, Hgb Road, Agartala",Tripura,799001,0,,,
27324,"23.9153329, 91.3879341",Takarjala Rural Hospital,West Tripura,Govt Of,Tripura,799001,0,,,
27325,"23.9153329, 91.3879341",Tropical Orthopaedic and Related Research Centre,West Tripura,"Math Chowmuhani ,Agartala",Tripura,799001,0,,,
27326,"23.9153329, 91.3879341","Cancer Hospital,West Tripura",West Tripura,Kunjaban,Tripura,799006,0,,,
27327,"23.9153329, 91.3879341",Director Of Health,West Tripura,Agartala,Tripura,799006,0,,,
27328,"23.9153329, 91.3879341","Govinda Ballav Panth Hospital,West Tripura",West Tripura,"Kunjaban, Agartala",Tripura,799006,0,,,
27329,"23.9153329, 91.3879341",Bhaumik Polyclinic and Nursing Home,West Tripura,"A.A Road, Dhaleswar, Kalyani, Agartala",Tripura,799007,0,,,
27330,"23.9153329, 91.3879341",B R Ambedkar Hospital,West Tripura,Agartala,Tripura,799014,0,,,
27331,"23.9153329, 91.3879341",Tripura Medical College And Dr Br Ambedkar Memorial Teaching Hospital,West Tripura,Hapania,Tripura,799014,0,,,
27332,"23.9153329, 91.3879341","Khowai S.D. Hospital,West Tripura",West Tripura,Khowai,Tripura,799202,0,,,
27333,"23.9153329, 91.3879341",Kalyanpur Rural Hospital(Chc),West Tripura,Kalyanpur,Tripura,799205,0,,,
27334,"23.9153329, 91.3879341",Teliamura Community Health Center,West Tripura,Teliamura,Tripura,799205,0,,,
27335,"23.9153329, 91.3879341",Mohanpur Community Health Centre,West Tripura,Mohanpur,Tripura,799211,0,,,
27336,"27.1752554, 78.0098161",Chc Iglas,Agra,Iglas,Uttar Pradesh,202124,0,,,
27337,"27.1752554, 78.0098161",Agarwal Eye Hospital,Agra,Sadar Bazar,Uttar Pradesh,282001,0,,,
27338,"27.1752554, 78.0098161",Agarwal Hospital,Agra,"G-35,Kamla Nagar,By Pass Road,Langre Ki Chowki Crossing",Uttar Pradesh,282001,0,,,
27339,"27.1752554, 78.0098161",Agra Charitable Eye Centre,Agra,"Cantonment General Hospital Cant Hospital, Naulakha, Agra Cantt",Uttar Pradesh,282001,0,,,
27340,"27.1752554, 78.0098161",Agra Heart Hospital,Agra,"5, Church Road, Civil Lines, Ramnagar Colony",Uttar Pradesh,282001,0,,,
27341,"27.1752554, 78.0098161",Agra Medical and Cardiac Research Centre (P) Ltd,Agra,Pratappura Crossing,Uttar Pradesh,282001,0,,,
27342,"27.1752554, 78.0098161",Amrit Child Care And Maternity Home,Agra,"A-10, Inderpuri, New Agra",Uttar Pradesh,282001,0,,,
27343,"27.1752554, 78.0098161",Apollo Pankaj Hospitals,Agra,"E-14-15,Shopping Arcade, Sadar Bazar",Uttar Pradesh,282001,0,,,
27344,"27.1752554, 78.0098161",Arga Medical and Cardiac Research Centre (P) Ltd.,Agra,Partap Pura,Uttar Pradesh,282001,0,,,
27345,"27.1752554, 78.0098161",Ashirvad Nursing Home,Agra,"51, New Shahganj ( Near Police Station) Bodla Road",Uttar Pradesh,282001,0,,,
27346,"27.1752554, 78.0098161",Bone Hospital,Agra,"Old R.T.O. Building , Pratap Pura",Uttar Pradesh,282001,0,,,
27347,"27.1752554, 78.0098161",Chandra Hospital,Agra,"2, R.K Puram Tajnagari",Uttar Pradesh,282001,0,,,
27348,"27.1752554, 78.0098161",D.V Hospital,Agra,Abhyaryra Malpura Jagner Road,Uttar Pradesh,282001,0,,,
27349,"27.1752554, 78.0098161",Dental Speciality Clinic,Agra,"1/0,H-1,Profesor Colony,Hariparwat",Uttar Pradesh,282001,0,,,
27350,"27.1752554, 78.0098161",Dr Arti Manoj Hospital,Agra,Chungi Chungi,Uttar Pradesh,282001,0,,,
27351,"27.1752554, 78.0098161",Dr. Ajay Kr. Maini,Agra,Apollo Hospital,Uttar Pradesh,282001,0,,,
27352,"27.1752554, 78.0098161",Dr. Bhupeendra Harjani Clinic,Agra,"G-1, Mayur Apartment, Laxmi Mill, Jeevani Mandi",Uttar Pradesh,282001,0,,,
27353,"27.1752554, 78.0098161",Dr. Kamlesh Tandon Nursing And Maternity Home,Agra,"4/48-B, Lajpat Kunj, Agra",Uttar Pradesh,282001,0,,,
27354,"27.1752554, 78.0098161",Dr. Kusum Gupta Nursing Home - Agra,Agra,"2/37, Ram Nagar Coloney",Uttar Pradesh,282001,0,,,
27355,"27.1752554, 78.0098161",Dr. Nawal Kishore Hospital,Agra,,Uttar Pradesh,282001,0,,,
27356,"27.1752554, 78.0098161",Dr. Pandey Hospital and Surgical Center,Agra,"Kheria More,Ajeet Nagar",Uttar Pradesh,282001,0,,,
27357,"27.1752554, 78.0098161",Dr. Sanjay Goyal,Agra,"B-178, Kamla Nagar, (Near Main Market)",Uttar Pradesh,282001,0,,,
27358,"27.1752554, 78.0098161",Dr. Sarkar`S Nursing Home,Agra,"Delhi Gate, Agra-2",Uttar Pradesh,282001,0,,,
27359,"27.1752554, 78.0098161",Dr. Vani Aggarwal Eye Clinic,Agra,"58/299, Adarsh Nagar, Opposite Sheryas Gramin Bank, Khera Crossing",Uttar Pradesh,282001,0,,,
27360,"27.1752554, 78.0098161",Escorts Kamayeni Heart Centre,Agra,"672,Geeta Mandir,Guru Ka Taal,Sikandra",Uttar Pradesh,282001,0,,,
27361,"27.1752554, 78.0098161",G.C Gupta Memorial Hospital,Agra,"E-365,Kamla Nagar",Uttar Pradesh,282001,0,,,
27362,"27.1752554, 78.0098161",G.R. Hospital and Research Centre,Agra,Baruli Aheer Shams Bad Road,Uttar Pradesh,282001,0,,,
27363,"27.1752554, 78.0098161",Ganpati Hospital,Agra,"15-C Basant Complex, Near Tulsi Petrol Pump Bhagwam Talkies, Nh-2 Bye Pass Road",Uttar Pradesh,282001,0,,,
27364,"27.1752554, 78.0098161",Geetanjali Hospital,Agra,"Mandi Samiti, Namak Godown Ke Pass, Firozabad,Shahdara",Uttar Pradesh,282001,0,,,
27365,"27.1752554, 78.0098161",Iswar Nursing Homesurgical and Mat. Centre,Agra,"260-261, Defence Estate Phase-Ii Deori Road",Uttar Pradesh,282001,0,,,
27366,"27.1752554, 78.0098161",J.D.Hospital,Agra,"Cr-1,Shaheed Nagar",Uttar Pradesh,282001,0,,,
27367,"27.1752554, 78.0098161",J.P. Hospital,Agra,Dhakran Crossing Mg Road,Uttar Pradesh,282001,0,,,
27368,"27.1752554, 78.0098161",Jay Devi Hospital,Agra,1/115A Delhi Gate,Uttar Pradesh,282001,0,,,
27369,"27.1752554, 78.0098161",Jyoti Vikas Nursing Home,Agra,"New Govind Nagar,Saket",Uttar Pradesh,282001,0,,,
27370,"27.1752554, 78.0098161",Kapoor Orthopaedic Centre,Agra,"No-1,Shaheed Nagar",Uttar Pradesh,282001,0,,,
27371,"27.1752554, 78.0098161",Karma Health Centre,Agra,Sarangpur Rewa Road,Uttar Pradesh,282001,0,,,
27372,"27.1752554, 78.0098161",L.P. Hospital,Agra,Dhakran Crossing Mg Road,Uttar Pradesh,282001,0,,,
27373,"27.1752554, 78.0098161",Mangla Hospital,Agra,"Lauries Complex,Nammer Road",Uttar Pradesh,282001,0,,,
27374,"27.1752554, 78.0098161",Medical Officer,Agra,"Health Centre, Jagnair",Uttar Pradesh,282001,0,,,
27375,"27.1752554, 78.0098161",Merrygold Hospital,Agra,"38A/402, Sewla Jat, Gwalior Road",Uttar Pradesh,282001,0,,,
27376,"27.1752554, 78.0098161",Metro Heart Institute,Agra,Saheed Nagar Crossing,Uttar Pradesh,282001,0,,,
27377,"27.1752554, 78.0098161",Modern Hospital,Agra,Vibhav Nagar,Uttar Pradesh,282001,0,,,
27378,"27.1752554, 78.0098161",Om Laxmi Hospital and Maternity Centre,Agra,Shahid Nagar,Uttar Pradesh,282001,0,,,
27379,"27.1752554, 78.0098161",Priya Hospital,Agra,"F-5, Phase-Ii Trans Yamuna Colony, Tundla Road",Uttar Pradesh,282001,0,,,
27380,"27.1752554, 78.0098161",R K Hospital ( R K Medical and Child Care Center),Agra,"33/100, Laurius Complex, Namner",Uttar Pradesh,282001,0,,,
27381,"27.1752554, 78.0098161",Ram Babu Gupta and Heart Clinic,Agra,Civil Lines\n,Uttar Pradesh,282001,0,,,
27382,"27.1752554, 78.0098161",Ram Tej Hospital,Agra,Vibhav Nagar,Uttar Pradesh,282001,0,,,
27383,"27.1752554, 78.0098161",Rama Child Care Centre,Agra,"1, Laxman Nagar, (Arjun Nagar)",Uttar Pradesh,282001,0,,,
27384,"27.1752554, 78.0098161",Rashmi Medicare Centre,Agra,"Mughal Road , Kamla Nagar",Uttar Pradesh,282001,0,,,
27385,"27.1752554, 78.0098161",Ravi Hospital,Agra,"1/55, Delhi Gate, Mathura Road",Uttar Pradesh,282001,0,,,
27386,"27.1752554, 78.0098161",Rawat Nursing Home,Agra,"Kheria Mode, Arjun Nagar",Uttar Pradesh,282001,0,,,
27387,"27.1752554, 78.0098161",S. R. Medical Institute and Research Centre,Agra,"Lauries Complex, Namner Road",Uttar Pradesh,282001,0,,,
27388,"27.1752554, 78.0098161",S.N Medical College and Hospital,Agra,Nai-Ki-Nandi,Uttar Pradesh,282001,0,,,
27389,"27.1752554, 78.0098161",Sarita Medicare and Maternity Home,Agra,"A-534, Kamla Nagar",Uttar Pradesh,282001,0,,,
27390,"27.1752554, 78.0098161",Sarthak Nursing Home,Agra,"G-23, Kamla Nagar, Bye Pass Road",Uttar Pradesh,282001,0,,,
27391,"27.1752554, 78.0098161",Seth Netralaya,Agra,"38, Heera Bagh Colony , Dayal Bagh Road",Uttar Pradesh,282001,0,,,
27392,"27.1752554, 78.0098161",Shiromany Hospital,Agra,"19, Ajmer Road, Latakunj Baluganj",Uttar Pradesh,282001,0,,,
27393,"27.1752554, 78.0098161",Sikandra Hospital,Agra,"40, Laxmi Nagar, Sikandra",Uttar Pradesh,282001,0,,,
27394,"27.1752554, 78.0098161",Sri Krishan Hospital,Agra,"D-14, Phase 2, T Y C, Tundla Road, Ram Bagh",Uttar Pradesh,282001,0,,,
27395,"27.1752554, 78.0098161",Srivastava Fracture andOrthopaedic Care Centre Pvt.L,Agra,Delhi Gate,Uttar Pradesh,282001,0,,,
27396,"27.1752554, 78.0098161",Suri Maternity Centre,Agra,"275-76 Jaipurhouse Near Sbi, Infront Of Sales Tax Office",Uttar Pradesh,282001,0,,,
27397,"27.1752554, 78.0098161",The Medicare Clinic,Agra,"Infront Of Sanjay Talkies,Sanjay Place",Uttar Pradesh,282001,0,,,
27398,"27.1752554, 78.0098161",Upadhyay Hospital,Agra,Shahid Nagar Crossing Shahid Nagar Crossing,Uttar Pradesh,282001,0,,,
27399,"27.1752554, 78.0098161",Uttam Nursing Home,Agra,"Avas Vikas Colony,Mainpuri",Uttar Pradesh,282001,0,,,
27400,"27.1752554, 78.0098161",Vaijayanti Hospital,Agra,"175, Shahzadi Mandi, Gawalior Road",Uttar Pradesh,282001,0,,,
27401,"27.1752554, 78.0098161",Vandana Nursing Home,Agra,"D-16, Phase Ii, Trans Yamuna Colony,Firizabad Road,Rambagh",Uttar Pradesh,282001,0,,,
27402,"27.1752554, 78.0098161",Vishwani Hospital,Agra,"E-41, Kamla Nagar Near Petrol Pump",Uttar Pradesh,282001,0,,,
27403,"27.1752554, 78.0098161",Vivekanand Hospital,Agra,"Near Water Works Crossing , Balkeshwar",Uttar Pradesh,282001,0,,,
27404,"27.1752554, 78.0098161",Vohra Nursing Home,Agra,"4, Laxman Nagar, Kheria Road, Between Agra Cantt Station & Agra Air Port",Uttar Pradesh,282001,0,,,
27405,"27.1752554, 78.0098161",Agarwal Bone Hospital,Agra,Pushpanjali Hospital Complex Delhi Gate,Uttar Pradesh,282002,0,,,
27406,"27.1752554, 78.0098161",Agarwal Eye Care Hospital,Agra,"72-A, Professor Colony, Hart Paruat",Uttar Pradesh,282002,0,,,
27407,"27.1752554, 78.0098161",Ahuja Hospitals,Agra,"D-Com -19, Phase-Ii, Trans Yamuna",Uttar Pradesh,282002,0,,,
27408,"27.1752554, 78.0098161",Amarnath Hospital,Agra,"E-10, Phase-2, Front Fo Lakshmi Vatika Phirojabad Road, Rambag",Uttar Pradesh,282002,0,,,
27409,"27.1752554, 78.0098161",Atul Nursing Home,Agra,"1/58, Delhi Gate , Near Madhuvan Hotel",Uttar Pradesh,282002,0,,,
27410,"27.1752554, 78.0098161",City Hospital,Agra,"19,Dwarika Puram,Bye Pass Road,Near Sultanganj Ki Puliya",Uttar Pradesh,282002,0,,,
27411,"27.1752554, 78.0098161",Darshpreet Poly Clinic and Nurshing,Agra,281/283 Naulakha Bazar,Uttar Pradesh,282002,0,,,
27412,"27.1752554, 78.0098161",Deepak Hospital - Agra,Agra,"130, Manas Nagar (Near See Cable Office) Shahganj",Uttar Pradesh,282002,0,,,
27413,"27.1752554, 78.0098161",Dhawan Nursing Home,Agra,"12, Bagh Farzana Road, Civil Lines",Uttar Pradesh,282002,0,,,
27414,"27.1752554, 78.0098161",Dr Nagraths Nursing Home and Maternity Centre,Agra,"4/16,Lala Lajpt Rai Road,Civil Lines",Uttar Pradesh,282002,0,,,
27415,"27.1752554, 78.0098161",Dr. V.K.Gupta,Agra,"Ajeet Nagar, Kheria Road",Uttar Pradesh,282002,0,,,
27416,"27.1752554, 78.0098161",Fatima Hospital,Agra,"32, Mg Road, Agra",Uttar Pradesh,282002,0,,,
27417,"27.1752554, 78.0098161",G G Medical Institue and Research Centre - Agra,Agra,"Block 106/2, Sanjay Place",Uttar Pradesh,282002,0,,,
27418,"27.1752554, 78.0098161",Gangaram Nursing Home,Agra,"B-93, Trans Yamuna Colony, Firozabad Road",Uttar Pradesh,282002,0,,,
27419,"27.1752554, 78.0098161",Getwell Hospital,Agra,"33, Laxmi Nagar, Sikaandra Agra",Uttar Pradesh,282002,0,,,
27420,"27.1752554, 78.0098161",Happy Home Hospital,Agra,"99 - A,Shaheed Nagar",Uttar Pradesh,282002,0,,,
27421,"27.1752554, 78.0098161",Holy Care Centre,Agra,"Kandra Bodla Road,Opp Akbar Tomb",Uttar Pradesh,282002,0,,,
27422,"27.1752554, 78.0098161",Jai Hospital And Research Centre,Agra,"Near Shree Talkies, Bye Pass Road",Uttar Pradesh,282002,0,,,
27423,"27.1752554, 78.0098161",Jaidevi Hospital and Research Centre,Agra,Delhi Gate,Uttar Pradesh,282002,0,,,
27424,"27.1752554, 78.0098161",Jamuna Nursing Home and Maternity Home,Agra,"C-3, Awagarh House, Opp, Anjana Cinema Mg Road",Uttar Pradesh,282002,0,,,
27425,"27.1752554, 78.0098161",Janak Tandon Hospital and Heart Centre,Agra,"Bagh Farzana, Civil Lines, Near Hari Parwat",Uttar Pradesh,282002,0,,,
27426,"27.1752554, 78.0098161",K.G Nursing Home,Agra,"Lady Layal Road,Noori Gate",Uttar Pradesh,282002,0,,,
27427,"27.1752554, 78.0098161",Kadambari Hospital,Agra,"43, Tota Ka Tal, Madia Katra, Agra",Uttar Pradesh,282002,0,,,
27428,"27.1752554, 78.0098161",Malhotra Clinic and Nursing Home,Agra,"Adress-5, Khandari Quarters, M,Asterb Plan Road",Uttar Pradesh,282002,0,,,
27429,"27.1752554, 78.0098161",Medical Care and Research Centre,Agra,"211, Jaipur House",Uttar Pradesh,282002,0,,,
27430,"27.1752554, 78.0098161",Mishra Hospital,Agra,"R.K Puram Taj Nagari, Fatehabad Road",Uttar Pradesh,282002,0,,,
27431,"27.1752554, 78.0098161",Mittal Clinic,Agra,"17/253, Bagchi Bhaban, Infornt Of Uajala Press, Et Road",Uttar Pradesh,282002,0,,,
27432,"27.1752554, 78.0098161",Netra Jyoti Kendra,Agra,"165,Nehru Nagar,Near Shree Talkies & Jai Hospital",Uttar Pradesh,282002,0,,,
27433,"27.1752554, 78.0098161",Nidhi Eye Hospital,Agra,"E-5, New Agra Market,Near Bhagwan Talkies",Uttar Pradesh,282002,0,,,
27434,"27.1752554, 78.0098161",Pareek Hospital Pvt Ltd / Parekh Clinic,Agra,"4/10, Bagh Farzana Civil Lines",Uttar Pradesh,282002,0,,,
27435,"27.1752554, 78.0098161",People`S Heritage Hospital Ltd,Agra,"7/52, A-1, Jawahar Nagar Bye Pass Road, Near Peoples Honda, Tulsi Cinema",Uttar Pradesh,282002,0,,,
27436,"27.1752554, 78.0098161",Prabha Hospital,Agra,"2/37, Gate No-1, Ram Nagar Colony , Church Road",Uttar Pradesh,282002,0,,,
27437,"27.1752554, 78.0098161",R K Hospital and Maternity Hospital,Agra,"Kailash Tokis Ke Pass, Fatehbad Road, Gumud, Tajganj",Uttar Pradesh,282002,0,,,
27438,"27.1752554, 78.0098161",Ram Raghu Hospital,Agra,"Church Road, M.G.Road, Agra, Near Soor Sadan Chauraha",Uttar Pradesh,282002,0,,,
27439,"27.1752554, 78.0098161",Sahu Hospital and Research Centre,Agra,"St.Johns Crossing,M.G Road",Uttar Pradesh,282002,0,,,
27440,"27.1752554, 78.0098161",Sarkar Nursing Home,Agra,Delhi Gate,Uttar Pradesh,282002,0,,,
27441,"27.1752554, 78.0098161",Shakya Nursing and Maternity Home,Agra,"14/9,Saket Colony Road,Opp,Kothi Meena Bazar,New Shahganj-10",Uttar Pradesh,282002,0,,,
27442,"27.1752554, 78.0098161",Shree Ram Hospital,Agra,"8-9, Raghunath Nagar, Opposite Lic Building, M. G. Road",Uttar Pradesh,282002,0,,,
27443,"27.1752554, 78.0098161",Siddarth Hospital Research Centre,Agra,"Dr. P.N. Agarwal (Prop.) 1/115/1, Gulab Rai Marg, Delhi Gate",Uttar Pradesh,282002,0,,,
27444,"27.1752554, 78.0098161",Sidhivinayak Hospital,Agra,Hari Parbat Chowk,Uttar Pradesh,282002,0,,,
27445,"27.1752554, 78.0098161",Sirdi Sai Hospital,Agra,"9 Brij Nikunj , Infront Of Sai Baba Mandir, Mathura Road Kailashpuri",Uttar Pradesh,282002,0,,,
27446,"27.1752554, 78.0098161",Sparsh Malhotra Hospital - Agar,Agra,"5-Khandhari Quarters,Master Plan Road 4-Khandhari Quarters",Uttar Pradesh,282002,0,,,
27447,"27.1752554, 78.0098161",Sukhdevi Hospital,Agra,"42/242, Madia Katra, Opp, Pertol Pump",Uttar Pradesh,282002,0,,,
27448,"27.1752554, 78.0098161",Verma Nursing Home,Agra,"4/6, Ram Babu Verma Marg, Civil Lines",Uttar Pradesh,282002,0,,,
27449,"27.1752554, 78.0098161",Chandra Orthopedic Maternity Centre and Research Ins,Agra,"1/198, Civil Lines , Professor Colony",Uttar Pradesh,282003,0,,,
27450,"27.1752554, 78.0098161",Geeta Netra Chikitsalya,Agra,"Civil Lines , Bagh Farzana",Uttar Pradesh,282003,0,,,
27451,"27.1752554, 78.0098161",Kumar Ortho and Gynae Centre,Agra,Dhamar Kothi,Uttar Pradesh,282003,0,,,
27452,"27.1752554, 78.0098161",Purshottamads Savitridevi Cancer Care and Research,Agra,"Centre, 605, Neerav Nilkunj, Between Sikandra- Gurudwara, Guru Ka Taal",Uttar Pradesh,282003,0,,,
27453,"27.1752554, 78.0098161",Sachkhand Multi Speciality Hospital,Agra,"Holy Public Scholl Ke Samne , Bhawan State Se Pehle , Sikandra",Uttar Pradesh,282003,0,,,
27454,"27.1752554, 78.0098161",Vishal Nursing Home,Agra,"16/296, Sheetla Gali, Near Chitra Cinema",Uttar Pradesh,282003,0,,,
27455,"27.1752554, 78.0098161",B. M Hospital,Agra,"F-138, Kamla Nagar",Uttar Pradesh,282004,0,,,
27456,"27.1752554, 78.0098161",D. P Hospital and Heart Centre,Agra,"F-56, Professor`S Colony ,Kamla Nagar",Uttar Pradesh,282004,0,,,
27457,"27.1752554, 78.0098161",Gupta Chest and Maternity Hospital,Agra,"B-58, Park No-1,Kamla Nagar",Uttar Pradesh,282004,0,,,
27458,"27.1752554, 78.0098161",Indra Hospital,Agra,"Basai Khurd,Fatehabad Road",Uttar Pradesh,282004,0,,,
27459,"27.1752554, 78.0098161",Ishwari Devi Hospital,Agra,"28,Hari Nagar, Rajpur Chungi",Uttar Pradesh,282004,0,,,
27460,"27.1752554, 78.0098161",Kailash Kanta Hospital and Maternity Home,Agra,"5,Shaheed Nagar",Uttar Pradesh,282004,0,,,
27461,"27.1752554, 78.0098161",Life Spring Hospital,Agra,"38A/402, Sewla, Gwalior Road",Uttar Pradesh,282004,0,,,
27462,"27.1752554, 78.0098161",Microsurgery Centre,Agra,"53,Old Vija Nagar Colony",Uttar Pradesh,282004,0,,,
27463,"27.1752554, 78.0098161",Mittal Laproscopic Surgery Centre and Research Insti,Agra,"87/A, North Vijay Nagar Colony",Uttar Pradesh,282004,0,,,
